,trnL_id,trnl_common_name,scientific_name
631,206309,picashia,Sesbania grandiflora
632,191881,yellow nicker,Guilandina bonduc
633,1268648,cigar cassia,Cassia brewsteri
634,199163,ice cream bean,Inga edulis
635,118510,pyrethrum,Tanacetum cinerariifolium
636,219868,clove,Syzygium aromaticum
637,126910,ashwagandha,Withania somnifera
638,180581,panirband,Withania coagulans
639,20340,carob,Ceratonia siliqua
640,3897,Japanese pagoda tree,Styphnolobium japonicum
641,386150,granadilla de monte,Cionosicys macranthus
642,68535,Mexican-apple,Casimiroa edulis
643,340444,East Indian copaiba balsam,Dipterocarpus turbinatus
644,556514,shrubby lespedeza,Lespedeza bicolor
645,74652,Cherokee rose,Rosa laevigata
646,42337,bur-marigold,Bidens pilosa
647,72917,horseweed,Erigeron canadensis
648,44947,water hyacinth,Pontederia crassipes
649,158555,Manchurian birthwort,Aristolochia manshuriensis
650,152838,golden spider-lily,Lycoris aurea
651,76276,old-man-in-the-Spring,Senecio vulgaris
652,13547,Transvaal daisy,Gerbera jamesonii
653,4013,Japanese lacquer-tree,Toxicodendron vernicifluum
654,137226,Chinese rhubarb,Rheum tanguticum
655,112819,runeala-plum,Flacourtia jangomas
656,255348,staghorn sumac,Rhus typhina
657,290911,Chinese horse-chestnut,Aesculus chinensis
658,289741,Chinese pistachio,Pistacia chinensis
659,52462,cumin,Cuminum cyminum
660,552838,yu ye mei,Prunus triloba
661,376207,Mexican-heather,Cuphea hyssopifolia
662,38942,English oak,Quercus robur
663,136209,wild turmeric,Curcuma aromatica
664,81762,English bluebell,Hyacinthoides non-scripta
665,217170,broadleaf carpetgrass,Axonopus compressus
666,139932,yellow basket-willow,Engelhardia roxburghiana
667,170924,poison primrose,Primula obconica
668,119260,cassia-bark,Cinnamomum aromaticum
669,62097,frangipani,Plumeria rubra
670,124768,cultivated cockscomb,Celosia cristata
671,229543,kenaf,Hibiscus cannabinus
672,206227,waxplant,Hoya carnosa
673,13387,incense cedar,Calocedrus decurrens
674,3728,white mustard,Sinapis alba
675,37565,common rue,Ruta graveolens
676,138033,mgunga,Vachellia nilotica
677,138043,gum-arabic,Senegalia senegal
678,2906878,chess-apple,Aria edulis
679,36610,quince,Cydonia oblonga
680,193308,oriental photinia,Pourthiaea villosa
681,106547,southern crabapple,Malus angustifolia
682,42754,monkey-puzzle tree,Araucaria araucana
683,106557,prairie crabapple,Malus ioensis
684,36604,Chinese flowering quince,Chaenomeles cathayensis
685,36594,red chokeberry,Aronia arbutifolia
686,106549,shan jing zi,Malus baccata
687,39529,big blue lilyturf,Liriope muscari
688,23211,pear,Pyrus communis
689,36614,southern false serviceberry,Malacomeles denticulata
690,141002,indian-physic,Gillenia stipulata
691,35968,mountain shadbush,Amelanchier bartramiana
692,141003,mountain indian-physic,Gillenia trifoliata
693,106550,sweet crabapple,Malus coronaria
694,191891,bird-of-paradise shrub,Erythrostemon gilliesii
695,78632,American hazelnut,Corylus americana
696,38862,bog stars,Parnassia palustris
697,99812,ahuehuete,Taxodium mucronatum
698,67723,death cap,Amanita phalloides
699,41956,fly agaric,Amanita muscaria
700,87325,destroying angel,Amanita bisporigera
701,29642,bird's-nest fern,Asplenium nidus
702,228395,red spider-lily,Lycoris radiata
703,4202,European elder,Sambucus nigra
704,19953,garden heliotrope,Valeriana officinalis
705,80338,Jamaica-plum,Spondias mombin
706,140661,dwarf Russian almond,Prunus tenella
707,56899,corail,Parasitaxus usta
708,120598,manoao,Manoao colensoi
709,2047775,yabu-nikkei,Cinnamomum yabunikkei
710,42229,sweet cherry,Prunus avium
711,16925,ogeechee lime,Nyssa ogeche
712,164435,Lapland cornel,Cornus suecica
713,4282,dwarf cornel,Cornus canadensis
714,60120,mountain dogwood,Cornus nuttallii
715,4283,flowering dogwood,Cornus florida
716,28501,kousa dogwood,Cornus kousa
717,16902,pagoda dogwood,Cornus alternifolia
718,39326,yellow waxbells,Kirengeshoma palmata
719,58656,hairy cat's-ear,Hypochaeris radicata
720,2858,marine diatom,Nitzschia alba
721,389499,giant sword fern,Nephrolepis biserrata
722,118781,Chinese white poplar,Populus tomentosa
723,97750,galangal,Kaempferia galanga
724,289639,mututtu,Klainedoxa gabonensis
725,29740,American elm,Ulmus americana
726,93759,Nalta jute,Corchorus olitorius
727,210143,jute,Corchorus capsularis
728,53204,mochitree,Ilex integra
729,146505,Chinese holly,Ilex cornuta
730,187269,nan sha shen,Adenophora triphylla
731,294733,corn mint,Mentha canadensis
732,418402,hai er shen,Pseudostellaria heterophylla
733,136465,Taiwan cherry,Prunus campanulata
734,74645,Turkestan rose,Rosa rugosa
735,103485,Mongolian oak,Quercus mongolica
736,88732,Yunnan pine,Pinus yunnanensis
737,13427,chicory,Cichorium intybus
738,4588,tall wheatgrass,Thinopyrum elongatum
739,330177,yellow passionflower,Passiflora lutea
740,133504,devil's-pumpkin,Passiflora suberosa
741,40009,princess flower,Pleroma urvilleanum
742,300536,mengkulang,Heritiera elata
743,378228,Oshima cherry,Prunus speciosa
744,36596,apricot,Prunus armeniaca
745,190515,monk fruit,Siraitia grosvenorii
746,56036,green ash,Fraxinus pennsylvanica
747,204149,holy basil,Ocimum tenuiflorum
748,22666,water chestnut,Trapa natans
749,136217,turmeric,Curcuma longa
750,241857,upas,Antiaris toxicaria
751,160690,flowering banana,Musa ornata
752,3879,alfalfa,Medicago sativa
753,66004,curly Mitchell grass,Astrebla lappacea
754,28511,patchouli,Pogostemon cablin
755,42064,slash pine,Pinus elliottii
756,342582,Kawakami fir,Abies kawakamii
757,4726,Veitch's screw pine,Pandanus tectorius
758,16906,Japanese cornel,Cornus officinalis
759,13419,wintersweet,Chimonanthus praecox
760,13573,ribbonwood,Idiospermum australiense
761,137004,seven-sons tree,Heptacodium miconioides
762,4217,great burdock,Arctium lappa
763,564016,youngberry,Rubus hybrid cultivar
764,321593,cha tian pao,Rubus coreanus
765,3522,swamp oak,Casuarina glauca
766,2545990,cham-dat-kkot,Halenia coreana
767,89660,hummingbird-vine,Ipomoea quamoclit
768,76306,sensitive-plant,Mimosa pudica
769,90345,balsam fir,Abies balsamea
770,323693,yun nan mu xi lan,Olea tsoongii
771,56032,blue ash,Fraxinus quadrangulata
772,56040,Oregon ash,Fraxinus latifolia
773,38872,white ash,Fraxinus americana
774,113205,tong quan cao,Mazus pumilus
775,45372,silver fir,Abies alba
776,77912,tanyosho pine,Pinus densiflora
777,41241,garden sorrel,Rumex acetosa
778,93977,sweet osmanthus,Osmanthus fragrans
779,141191,henna,Lawsonia inermis
780,41398,night jasmine,Nyctanthes arbor-tristis
781,13597,common privet,Ligustrum vulgare
782,85216,duo hua su xin,Jasminum polyanthum
783,183298,rose-of-China,Hibiscus rosa-sinensis
784,120620,podo,Podocarpus latifolius
785,3316,giant arborvitae,Thuja plicata
786,66014,lemon grass,Cymbopogon citratus
787,203015,rose-root,Rhodiola rosea
788,50273,tansyleaf nightshade,Solanum pinnatisectum
789,172790,phureja,Solanum phureja
790,4108,Chaco potato,Solanum chacoense
791,160510,heartleaf nightshade,Solanum cardiophyllum
792,3444,love-in-a-mist,Nigella damascena
793,37494,rocket larkspur,Consolida ajacis
794,218851,Rocky Mountain columbine,Aquilegia coerulea
795,292815,Tibetan juniper,Juniperus tibetica
796,156270,Florida yew,Taxus floridana
797,46220,Pacific yew,Taxus brevifolia
798,156271,Mexican yew,Taxus globosa
799,88032,ground-hemlock,Taxus canadensis
800,99806,ichii,Taxus cuspidata
801,29808,Chinese yew,Taxus chinensis
802,147273,Himalayan yew,Taxus wallichiana
803,56029,Manchurian ash,Fraxinus mandshurica
804,309349,Harbin pear,Pyrus ussuriensis
805,82528,saffron crocus,Crocus sativus
806,261786,curry plant,Helichrysum italicum
807,158558,xun gu feng,Aristolochia mollissima
808,12949,Dutchman's-pipe,Aristolochia macrophylla
809,32201,pecan,Carya illinoinensis
810,28930,European beech,Fagus sylvatica
811,85868,Oyama magnolia,Magnolia sieboldii
812,35872,buffelgrass,Cenchrus ciliaris
813,3735,horseradish tree,Moringa oleifera
814,4066,mudar,Calotropis gigantea
815,3592,green carpetweed,Mollugo verticillata
816,3538,garden four-o'clock,Mirabilis jalapa
817,46112,silver cockscomb,Celosia argentea
818,3589,Ceylon-spinach,Basella alba
819,46150,Madeira vine,Anredera cordifolia
820,240055,jiang guo xian,Deeringia amaranthoides
821,45172,Cape leadwort,Plumbago auriculata
822,221166,sea-purslane,Sesuvium portulacastrum
823,325515,corn spurrey,Spergula arvensis
824,76025,Chinese knotweed,Fallopia multiflora
825,330163,epazote,Dysphania ambrosioides
826,210730,marsh orchid,Epipactis palustris
827,3712,wild cabbage,Brassica oleracea
828,85887,Carolina silverbell,Halesia carolina
829,112863,matrimony vine,Lycium barbarum
830,71649,hai-matsu,Pinus pumila
831,3677,Mongolian snake-gourd,Trichosanthes kirilowii
832,16481,half-flower,Scaevola taccada
833,36777,Russian olive,Elaeagnus angustifolia
834,37723,tufted hair grass,Deschampsia cespitosa
835,3252,stag's-horn clubmoss,Lycopodium clavatum
836,74648,memorial rose,Rosa lucieae
837,35924,Chinese peony,Paeonia lactiflora
838,3528,food pokeweed,Phytolacca acinosa
839,39387,cow herb,Gypsophila vaccaria
840,3999,goatnut,Simmondsia chinensis
841,46107,greasewood,Sarcobatus vermiculatus
842,309978,Japanese lawn grass,Zoysia japonica
843,35875,Welsh onion,Allium fistulosum
844,57323,Appalachian shoestring fern,Vittaria appalachiana
845,32172,Japanese claw fern,Onychium japonicum
846,13821,Chinese brake,Pteris vittata
847,112568,pink ladies,Lycoris squamigera
848,296031,Cape blue water-lily,Nymphaea capensis
849,72643,tall kangaroo-paw,Anigozanthos flavidus
850,3567,amaranth,Amaranthus caudatus
851,330570,Texas bluestem,Schizachyrium cirratum
852,459165,West Indian mahogany,Swietenia mahagoni
853,38787,downy birch,Betula pubescens
854,216989,gray birch,Betula populifolia
855,78630,shira-kamba,Betula platyphylla
856,223244,water birch,Betula occidentalis
857,216994,sweet birch,Betula lenta
858,74647,Japanese rose,Rosa multiflora
859,165716,nashi-kazura,Actinidia rufa
860,12991,American hornbeam,Carpinus caroliniana
861,12990,European hornbeam,Carpinus betulus
862,96939,riverbank grape,Vitis riparia
863,167584,bitter yam,Dioscorea dumetorum
864,39358,self-heal,Prunella vulgaris
865,165788,locoto,Capsicum baccatum
866,55576,forest yam,Dioscorea praehensilis
867,29710,yellow yam,Dioscorea cayenensis
868,103355,Concord grape,Vitis labrusca
869,246827,calloose grape,Vitis shuttleworthii
870,54415,bleeding heart,Lamprocapnos spectabilis
871,3352,loblolly pine,Pinus taeda
872,151430,David's peach,Prunus davidiana
873,63051,mukutree,Aphananthe aspera
874,48517,dune food,Pholisma arenarium
875,35874,potato yam,Dioscorea bulbifera
876,55571,yam,Dioscorea alata
877,71623,bristlecone pine,Pinus aristata
878,3570,clove pink,Dianthus caryophyllus
879,51255,Amur honeysuckle,Lonicera maackii
880,146539,yu zi lan,Chloranthus erectus
881,71644,hime-ko-matsu,Pinus parviflora
882,115666,African eggplant,Solanum macrocarpon
883,329777,Sodom-apple,Solanum linnaeanum
884,347188,bush vetch,Vicia sepium
885,3346,stone pine,Pinus pinea
886,3327,western larch,Larix occidentalis
887,97173,Colorado fir,Abies concolor
888,13493,possum apple,Diospyros virginiana
889,46969,rue-anemone,Thalictrum thalictroides
890,58330,sawtooth oak,Quercus acutissima
891,148566,climbing maidenhair fern,Lygodium microphyllum
892,47742,wild pea,Pisum sativum
893,79078,shrubby stylo,Stylosanthes scabra
894,37660,cheesytoes,Stylosanthes hamata
895,126820,coffee senna,Senna occidentalis
896,175518,Indian camphorweed,Pluchea indica
897,38868,garden sage,Salvia officinalis
898,231192,tagua tagua,Passiflora serratodigitata
899,3685,granadilla,Passiflora quadrangularis
900,237863,sweet granadilla,Passiflora ligularis
901,237862,golden bellapple,Passiflora laurifolia
902,5321,cornucopia mushroom,Pleurotus cornucopiae
903,37427,Engelmann's quillwort,Isoetes engelmannii
904,4138,sagebrush motherwort,Leonurus japonicus
905,1233953,heartleaf birch,Betula cordifolia
906,35885,trilobed morning glory,Ipomoea triloba
907,89647,white-star,Ipomoea lacunosa
908,43178,ivy-leaf morning-glory,Ipomoea hederacea
909,29588,Scythian lamb,Cibotium barometz
910,182070,hu er cao,Saxifraga stolonifera
911,4396,Chinese witch hazel,Hamamelis mollis
912,45171,tree peony,Paeonia suffruticosa
913,198035,Abyssinian pea,Pisum abyssinicum
914,55575,shan yao,Dioscorea polystachya
915,516549,jin qiao,Fagopyrum dibotrys
916,2768810,tree-of-heaven,Ailanthus altissimus
917,45325,Indian kapok,Bombax ceiba
918,140035,Cape honeysuckle,Tecomaria capensis
919,128017,longan,Dimocarpus longan
920,492479,hui hu yang,Populus pruinosa
921,3818,peanut,Arachis hypogaea
922,328402,Sichuan-pepper,Zanthoxylum simulans
923,99658,yellow-horn,Xanthoceras sorbifolium
924,3691,black poplar,Populus nigra
925,351344,willow cottonwood,Populus angustifolia
926,210376,ramontchi,Flacourtia indica
927,29719,spearmint,Mentha spicata
928,47965,Shantung maple,Acer truncatum
929,4270,craboo,Byrsonima crassifolia
930,43168,golden rain tree,Koelreuteria paniculata
931,345916,black bent grass,Agrostis gigantea
932,264981,Christ's-thorn,Ziziphus spina-christi
933,157914,cottony jujube,Ziziphus mauritiana
934,13674,lemon-wood,Schisandra sphenanthera
935,50452,gray rockcress,Arabis alpina
936,35708,giant reed,Arundo donax
937,3673,bitter melon,Momordica charantia
938,3662,crookneck pumpkin,Cucurbita moschata
939,192972,Persian fritillary,Fritillaria persica
940,252847,Siam cardamom,Wurfbainia compacta
941,34270,common lilac,Syringa vulgaris
942,53161,yellow archangel,Lamium galeobdolon
943,53159,white dead-nettle,Lamium album
944,254777,false baby's breath,Galium mollugo
945,41550,Canada thistle,Cirsium arvense
946,352371,sand bittercress,Cardamine parviflora
947,357223,little western bittercress,Cardamine oligosperma
948,226012,downy grape,Vitis cinerea
949,4214,giant ragweed,Ambrosia trifida
950,3668,white-flowered gourd,Lagenaria siceraria
951,4443,common camellia,Camellia japonica
952,146659,bergbamboes,Bergbambos tessellata
953,3661,winter squash,Cucurbita maxima
954,103352,sand grape,Vitis rupestris
955,3516,gray alder,Alnus incana
956,29679,velvet grass,Holcus lanatus
957,42053,uva grass,Gynerium sagittatum
958,149405,blow-wives,Achyrachaena mollis
959,154765,Napier grass,Cenchrus purpureus
960,3645,Brazil nut,Bertholletia excelsa
961,105667,downy cherry,Prunus tomentosa
962,147045,Kaido crab apple,Malus micromalus
963,23207,black cherry,Prunus serotina
964,338578,burgu grass,Echinochloa stagnina
965,358661,Turkish rocket,Bunias orientalis
966,756011,Mustang grape,Vitis mustangensis
967,121073,love vine,Cassytha filiformis
968,16719,black walnut,Juglans nigra
969,4081,tomato,Solanum lycopersicum
970,94286,balloon-flower,Platycodon grandiflorus
971,378224,wild Himalayan cherry,Prunus cerasoides
972,13429,camphor tree,Cinnamomum camphora
973,3277,ostrich fern,Matteuccia struthiopteris
974,252529,bitter-apple,Citrullus colocynthis
975,45834,climbing nightshade,Solanum dulcamara
976,40707,yellow tree peony,Paeonia delavayi
977,59679,Japanese stewartia,Stewartia pseudocamellia
978,155545,mountain camellia,Stewartia ovata
979,182302,Franklin-tree,Franklinia alatamaha
980,75722,Indian willow,Salix tetrasperma
981,182306,loblolly bay,Gordonia lasianthus
982,182322,silky-camellia,Stewartia malacodendron
983,4421,Santa Cruz water-lily,Victoria cruziana
984,3562,spinach,Spinacia oleracea
985,79002,true tiger lily,Lilium lancifolium
986,82312,Hong Kong lily,Lilium brownii
987,4689,Henry's lily,Lilium henryi
988,172644,paper-mulberry,Broussonetia papyrifera
989,320146,flowering quince,Chaenomeles japonica
990,193516,sallowthorn,Hippophae rhamnoides
991,2786,laver,Porphyra umbilicalis
992,34199,Barbados aloe,Aloe vera
993,176252,pygmy-pipes,Monotropsis odorata
994,4049,lawn water-pennywort,Hydrocotyle sibthorpioides
995,22663,pomegranate,Punica granatum
996,29780,mango,Mangifera indica
997,151069,litchi,Litchi chinensis
998,3494,common fig,Ficus carica
999,128608,Ceylon cinnamon,Cinnamomum verum
1000,171929,cashew,Anacardium occidentale
1001,455045,okra,Abelmoschus esculentus
1002,4547,noble cane,Saccharum officinarum
1003,39350,sweet basil,Ocimum basilicum
1004,58039,common juniper,Juniperus communis
1005,25629,English yew,Taxus baccata
1006,106636,kangaroo grass,Themeda triandra
1007,330573,crimson bluestem,Schizachyrium sanguineum
1008,55513,pistachio,Pistacia vera
1009,3349,Scots pine,Pinus sylvestris
1010,330157,small carpet grass,Arthraxon hispidus
1011,76910,rain-tree,Samanea saman
1012,4686,garden asparagus,Asparagus officinalis
1013,4533,malo sina,Oryza brachyantha
1014,163927,gopher-apple,Geobalanus oblongifolius
1015,151439,shina oto,Prunus pseudocerasus
1016,141186,crape-myrtle,Lagerstroemia indica
1017,60011,jewel orchid,Ludisia discolor
1018,22987,oiti,Moquilea tomentosa
1019,28532,spider flower,Tarenaya hassleriana
1020,3559,white goosefoot,Chenopodium album
1021,63459,quinoa,Chenopodium quinoa
1022,187461,Formosan false cypress,Chamaecyparis formosensis
1023,28982,bald cypress,Taxodium distichum
1024,859264,tea of heaven,Hydrangea serrata
1025,66201,Japanese maple,Acer palmatum
1026,165710,miyama-mata-tabi,Actinidia kolomikta
1027,50507,magnolia-vine,Schisandra chinensis
1028,349476,climbing hydrangea,Hydrangea petiolaris
1029,28909,Bermuda grass,Cynodon dactylon
1030,925377,lemon verbena,Aloysia citrodora
1031,660624,Arabian jasmine,Jasminum sambac
1032,73154,tung oil tree,Vernicia fordii
1033,57649,trident maple,Acer buergerianum
1034,1980291,liang shan deng tai bao chun,Primula stenodonta
1035,62335,wild sugarcane,Saccharum spontaneum
1036,4208,townhall clock,Adoxa moschatellina
1037,124794,Japanese star-anise,Illicium anisatum
1038,13569,goldenseal,Hydrastis canadensis
1039,145745,marshmallow,Althaea officinalis
1040,85223,bay laurel,Laurus nobilis
1041,170351,kratom,Mitragyna speciosa
1042,3755,almond,Prunus dulcis
1043,233893,blue skullcap,Scutellaria lateriflora
1044,2708,lemon,Citrus limon
1045,124778,Chinese star-anise,Illicium verum
1046,49450,Grecian foxglove,Digitalis lanata
1047,13098,Florida anisetree,Illicium floridanum
1048,35608,sweet wormwood,Artemisia annua
1049,85571,tangerine,Citrus reticulata
1050,2843217,loquat,Rhaphiolepis bibas
1051,59689,lyrate rockcress,Arabidopsis lyrata
1052,3724,common stock,Matthiola incana
1053,99300,Chinese foxglove,Rehmannia glutinosa
1054,37334,shaddock,Citrus maxima
1055,78168,passion fruit,Passiflora edulis
1056,308558,black sampson,Echinacea angustifolia
1057,117167,qing qian liu,Cyclocarya paliurus
1058,47080,wild licorice,Glycyrrhiza lepidota
1059,38689,moor grass,Molinia caerulea
1060,66387,bo tree,Ficus religiosa
1061,13331,chocolate vine,Akebia quinata
1062,519315,egusi melon,Citrullus mucosospermus
1063,168165,zhui li,Castanea henryi
1064,355589,toothed club-moss,Huperzia serrata
1065,216990,alpine birch,Betula nana
1066,3355,golden larch,Pseudolarix amabilis
1067,165700,ulapuca,Capsicum eximium
1068,334597,Mohave yucca,Yucca schidigera
1069,55960,spoon-leaf yucca,Yucca filamentosa
1070,101622,Joshua tree,Yucca brevifolia
1071,39545,false aloe,Agave virginica
1072,39527,blue plantain lily,Hosta ventricosa
1073,39553,Our Lord's candle,Hesperoyucca whipplei
1074,39524,eastern camas,Camassia scilloides
1075,159055,katinga,Murraya caloxylon
1076,159030,curry leaf,Murraya koenigii
1077,90396,corn panic grass,Echinochloa colona
1078,308688,Qinghai yunshan,Picea crassifolia
1079,121770,Japanese barnyard millet,Echinochloa esculenta
1080,1115533,rock snot,Didymosphenia geminata
1081,39510,century plant,Agave americana
1082,3878,sickle medic,Medicago falcata
1083,74654,chinquapin rose,Rosa roxburghii
1084,314391,feather finger grass,Chloris virgata
1085,3654,wild melon,Citrullus lanatus
1086,40003,Virginia meadow beauty,Rhexia virginica
1087,78479,jin lian hua,Trollius chinensis
1088,192012,mile-a-minute,Mikania micrantha
1089,13451,European hazelnut,Corylus avellana
1090,286952,western buttercup,Ranunculus occidentalis
1091,27292,lager yeast,Saccharomyces pastorianus
1092,3821,pigeon pea,Cajanus cajan
1093,170927,cowslip,Primula veris
1094,122810,pride-of-India,Lagerstroemia speciosa
1095,35883,Japanese morning glory,Ipomoea nil
1096,185542,mate,Ilex paraguariensis
1097,3435,avocado,Persea americana
1098,55363,mamegaki,Diospyros lotus
1099,4222,safflower,Carthamus tinctorius
1100,35925,kaki persimmon,Diospyros kaki
1101,227308,you shi,Diospyros oleifera
1102,50225,dandelion,Taraxacum officinale
1103,28502,grain amaranth,Amaranthus hypochondriacus
1104,28980,redwood,Sequoia sempervirens
1105,326968,common jujube,Ziziphus jujuba
1106,237571,mandarinier,Citrus platymamma
1107,73282,cucumberleaf sunflower,Helianthus debilis
1108,49314,custard apple,Annona cherimola
1109,4679,onion,Allium cepa
1110,240450,Congo grass,Urochloa ruziziensis
1111,240448,bread grass,Urochloa brizantha
1112,41220,superb climbing lily,Gloriosa superba
1113,45005,meadow-saffron,Colchicum autumnale
1114,49390,robusta coffee,Coffea canephora
1115,28964,Madiera cranesbill,Geranium maderense
1116,54446,European fan palm,Chamaerops humilis
1117,292710,brittle-thatch,Leucothrinax morrisii
1118,4718,nipa palm,Nypa fruticans
1119,4722,saw palmetto,Serenoa repens
1120,4714,Burmese fishtail palm,Caryota mitis
1121,489059,kochang lily,Lilium distichum
1122,75706,weeping willow,Salix babylonica
1123,48032,caraway,Carum carvi
1124,105268,beautybush,Kolkwitzia amabilis
1125,4047,coriander,Coriandrum sativum
1126,88733,Armand pine,Pinus armandii
1127,158098,billion-dollar grass,Echinochloa frumentacea
1128,180010,woolly betony,Stachys byzantina
1129,323898,Colombian timber bamboo,Guadua angustifolia
1130,28979,umbrella-pine,Sciadopitys verticillata
1131,4540,proso millet,Panicum miliaceum
1132,90675,false flax,Camelina sativa
1133,261423,huang jing,Polygonatum sibiricum
1134,182084,jiaogulan,Gynostemma pentaphyllum
1135,40922,dill,Anethum graveolens
1136,2849586,fennel,Anethum foeniculum
1137,749589,pea foot rot fungus,Didymella pinodes
1138,55605,tang-kuei,Angelica acutiloba
1139,39329,lavender,Lavandula angustifolia
1140,3544,common iceplant,Mesembryanthemum crystallinum
1141,190760,lobadaviyia,Leucaena trichandra
1142,44685,tochiba-ninjin,Panax japonicus
1143,51240,English walnut,Juglans regia
1144,88731,southern Chinese pine,Pinus tabuliformis
1145,101992,hoary plantain,Plantago media
1146,197809,sea kemp,Plantago maritima
1147,3330,white spruce,Picea glauca
1148,52838,Balbis banana,Musa balbisiana
1149,161756,woad,Isatis tinctoria
1150,3707,Indian mustard,Brassica juncea
1151,746016,Canary Islands juniper,Juniperus cedrus
1152,100569,cluster fig,Ficus racemosa
1153,72664,saltwater cress,Eutrema salsugineum
1154,40145,matsutake,Tricholoma matsutake
1155,4112,black nightshade,Solanum nigrum
1156,4109,Commerson's wild potato,Solanum commersonii
1157,212708,masaki,Euonymus japonicus
1158,66636,creosote bush,Larrea tridentata
1159,3486,European hop,Humulus lupulus
1160,92921,milk thistle,Silybum marianum
1161,266091,ba ji,Gynochthodes officinalis
1162,4073,chili pepper,Capsicum frutescens
1163,231663,sweet autumn clematis,Clematis terniflora
1164,3311,maidenhair tree,Ginkgo biloba
1165,354529,Japanese-pepper,Zanthoxylum piperitum
1166,82490,spotted trillium,Trillium maculatum
1167,93608,Himalayan mayapple,Sinopodophyllum hexandrum
1168,3922,Japanese wisteria,Wisteria floribunda
1169,171969,saguaro,Carnegiea gigantea
1170,4528,long-staminate rice,Oryza longistaminata
1171,65489,African wild rice,Oryza barthii
1172,113636,European aspen,Populus tremula
1173,65409,Baikal skullcap,Scutellaria baicalensis
1174,39367,rosemary,Salvia rosmarinus
1175,62330,Tartarian buckwheat,Fagopyrum tataricum
1176,3908,spring vetch,Vicia sativa
1177,3864,lentil,Lens culinaris
1178,3862,Tangier pea,Lathyrus tingitanus
1179,3859,sweet pea,Lathyrus odoratus
1180,82479,whip-poor-will flower,Trillium cuneatum
1181,313104,marsh pea,Lathyrus palustris
1182,313097,silky beach pea,Lathyrus littoralis
1183,154493,sea-pea,Lathyrus japonicus
1184,97307,bird cherry,Prunus padus
1185,97306,miyama cherry,Prunus maximowiczii
1186,3759,Yoshino cherry,Prunus yedoensis
1187,51239,cultivated vanilla,Vanilla planifolia
1188,126903,Cape-gooseberry,Physalis peruviana
1189,4079,henbane,Hyoscyamus niger
1190,82286,narrowleaf bittercress,Cardamine impatiens
1191,4084,currant tomato,Solanum pimpinellifolium
1192,4082,Peruvian tomato,Solanum peruvianum
1193,106335,Rose-of-Sharon,Hibiscus syriacus
1194,108411,Panama-hat palm,Carludovica palmata
1195,102697,honey mesquite,Prosopis glandulosa
1196,58860,tamarind,Tamarindus indica
1197,77065,purple osier,Salix purpurea
1198,35938,black locust,Robinia pseudoacacia
1199,109171,potato-bean,Pachyrhizus erosus
1200,4120,sweet potato,Ipomoea batatas
1201,3870,white lupine,Lupinus albus
1202,3627,kiwifruit,Actinidia deliciosa
1203,44586,tienchi,Panax notoginseng
1204,55184,shi chang pu,Acorus gramineus
1205,85954,yellow cedar,Callitropsis nootkatensis
1206,3348,Eastern white pine,Pinus strobus
1207,4615,pineapple,Ananas comosus
1208,229049,Mongolian mulberry,Morus mongolica
1209,2822,Dulse,Palmaria palmata
1210,63479,common oleander,Nerium oleander
1211,185702,American potatobean,Apios americana
1212,192300,common bladderwort,Utricularia macrorhiza
1213,29656,great duckweed,Spirodela polyrhiza
1214,57655,Chinese soapberry,Sapindus mukorossi
1215,101708,wombat berry,Eustrephus latifolius
1216,60698,macadamia nut,Macadamia integrifolia
1217,4432,sacred lotus,Nelumbo nucifera
1218,159033,lime,Citrus aurantiifolia
1219,38729,Asian broom grass,Thysanolaena latifolia
1220,65975,California oat grass,Danthonia californica
1221,73824,hackmatack,Populus balsamifera
1222,75702,Euphrates poplar,Populus euphratica
1223,146655,umbrella bamboo,Fargesia spathacea
1224,338574,late barnyard grass,Echinochloa oryzicola
1225,4582,hedge bamboo,Bambusa multiplex
1226,75712,sandbar willow,Salix interior
1227,105594,banana water-lily,Nymphaea mexicana
1228,3726,radish,Raphanus sativus
1229,3284,cinnamon fern,Osmundastrum cinnamomeum
1230,4543,pearl millet,Cenchrus americanus
1231,4555,foxtail millet,Setaria italica
1232,3899,white clover,Trifolium repens
1233,361561,large trefoil,Trifolium aureum
1234,39584,red cedar,Juniperus virginiana
1235,44926,umbrella-tree,Magnolia tripetala
1236,487038,one-seed juniper,Juniperus monosperma
1237,329890,gan su tao,Prunus kansuensis
1238,102107,Japanese apricot,Prunus mume
1239,124943,Indian-lilac,Azadirachta indica
1240,103349,fox grape,Vitis rotundifolia
1241,159298,Antarctic hairgrass,Deschampsia antarctica
1242,39855,scarlet lychnis,Silene chalcedonica
1243,490730,mai ping cao,Silene conoidea
1244,39848,corn cockle,Agrostemma githago
1245,3403,purple magnolia,Magnolia liliiflora
1246,34274,Arabian cotton,Gossypium herbaceum
1247,226208,redroot sage,Salvia miltiorrhiza
1248,4233,Jerusalem artichoke,Helianthus tuberosus
1249,38596,bugle,Ajuga reptans
1250,63359,Formosan gum,Liquidambar formosana
1251,3873,yellow lupine,Lupinus luteus
1252,385388,tea-oil plant,Camellia oleifera
1253,29695,common reed,Phragmites australis
1254,228183,abaca,Musa textilis
1255,3848,wild soybean,Glycine soja
1256,13894,coconut palm,Cocos nucifera
1257,4568,small spelt,Triticum monococcum
1258,4550,rye,Secale cereale
1259,3329,Norway spruce,Picea abies
1260,44015,wooly glycine,Glycine tomentella
