,USDA_id,usda_common_name,scientific_name
34780,RAWI,Willey's cartilage lichen,Ramalina willeyi
34781,RAYJA,tansyaster,Rayjacksonia R.L.
34782,REAB,relicina lichen,Relicina abstrusa
34783,REAL,white upright mignonette,Reseda alba
34784,REAL2,jenjibre-de-jardin,Renealmia alpinia
34785,REAR,sand reverchonia,Reverchonia arenaria
34786,REBUT,rebutia,Rebutia K.
34787,REDFI,blowout grass,Redfieldia Vasey
34788,REEX2,relicina lichen,Relicina eximbricata
34789,REFL,blowout grass,Redfieldia flexuosa
34790,REFRA,refractohilum lichen,Refractohilum D.
34791,REGU,guama,Reynosia guama
34792,REICH,brighteyes,Reichardia Roth
34793,REIMA,reimar grass,Reimarochloa Hitchc.
34794,REINK,reinkella lichen,Reinkella Darbish.
34795,REJA,narciso colorado,Renealmia jamaicensis
34797,REKA,Kauai remya,Remya kauaiensis
34798,REKR,Krug's darlingplum,Reynosia krugii
34799,RELA,reynoldsia,Reynoldsia lanutoensis
34800,RELIC,relicina lichen,Relicina (Hale
34801,RELU,yellow mignonette,Reseda lutea
34802,RELU2,weld,Reseda luteola
34803,REMA2,Maui remya,Remya mauiensis
34804,REMA3,beachstar,Remirea maritima
34805,REMIR,beachstar,Remirea Aubl.
34806,REMO,Kalalau Valley remya,Remya montgomeryi
34807,REMO2,bridal broom,Retama monosperma
34808,REMYA,remya,Remya Hillebr.
34809,RENAN,renanthera,Renanthera Lour.
34810,RENEA,renealmia,Renealmia L.
34811,REOC,bijao,Renealmia occidentalis
34812,REOD,garden mignonette,Reseda odorata
34813,REOL,Florida reimar grass,Reimarochloa oligostachya
34814,REPA,Parish's reinkella lichen,Reinkella parishii
34815,REPE,refractohilum lichen,Refractohilum peltigerae
34816,REPH,rampion mignonette,Reseda phyteuma
34817,REPI,common brighteyes,Reichardia picroides
34818,RERA2,retem,Retama raetam
34819,RERO,reussia,Reussia rotundifolia
34820,RESA,'ohe makai,Reynoldsia sandwicensis
34821,RESE,darlingplum,Reynosia septentrionalis
34822,RESED,mignonette,Reseda L.
34823,RETAM,bridal broom,Retama Raf.
34824,RETI,false sowthistle,Reichardia tingitana
34825,RETR,Philippine tung,Reutealis trisperma
34826,REUN,sloe,Reynosia uncinata
34827,REUSS,reussia,Reussia Endl.
34828,REUTE,reutealis,Reutealis Airy
34829,REVER,reverchonia,Reverchonia A.
34830,REYNO,reynoldsia,Reynoldsia A.
34831,REYNO2,darlingplum,Reynosia Griseb.
34832,RHABD,rhabdadenia,Rhabdadenia Müll.
34833,RHABD2,rhabdoweisia moss,Rhabdoweisia Bruch
34834,RHACH,rhachithecium moss,Rhachithecium Broth.
34835,RHAGA,rhagadiolus,Rhagadiolus Juss.
34836,RHAL,alderleaf buckthorn,Rhamnus alnifolia
34837,RHAL10,map lichen,Rhizocarpon alpicola
34838,RHAL12,Italian buckthorn,Rhamnus alaternus
34839,RHAL2,Cascade azalea,Rhododendron albiflorum
34840,RHAL3,white beaksedge,Rhynchospora alba
34841,RHAL4,savannah meadowbeauty,Rhexia alifanus
34842,RHAL5,Alabama azalea,Rhododendron alabamense
34843,RHAL8,map lichen,Rhizocarpon alaxense
34846,RHAM,American snoutbean,Rhynchosia americana
34847,RHAMN,buckthorn,Rhamnus L.
34848,RHAN2,map lichen,Rhizocarpon anaperum
34849,RHAN3,map lichen,Rhizocarpon anseris
34850,RHAN5,angled sandmint,Rhododon angulatus
34851,RHAN70,Andrews' rhizomnium moss,Rhizomnium andrewsianum
34852,RHAP,Appalachian rhizomnium moss,Rhizomnium appalachianum
34853,RHAP2,mangrove,Rhizophora apiculata
34854,RHAPI,rhapidophyllum,Rhapidophyllum H.
34855,RHAPI2,lady palm,Rhapis L.
34856,RHAR,awnpetal meadowbeauty,Rhexia aristosa
34857,RHAR3,smooth azalea,Rhododendron arborescens
34858,RHAR4,fragrant sumac,Rhus aromatica
34859,RHAR6,sharp-tooth buckthorn,Rhamnus arguta
34865,RHAS,Ashe's sumac,Rhus ×ashei
34866,RHAT,dwarf azalea,Rhododendron atlanticum
34867,RHAT2,map lichen,Rhizocarpon athalloides
34868,RHAT3,map lichen,Rhizocarpon atroflavescens
34869,RHAU,orange azalea,Rhododendron austrinum
34870,RHAU2,tibey-amarillo,Rhytidophyllum auriculatum
34871,RHBA,Baldwin's beaksedge,Rhynchospora baldwinii
34872,RHBA2,mistletoe cactus,Rhipsalis baccifera
34873,RHBA4,hybrid rhododendron,Rhododendron ×bakeri
34874,RHBA6,map lichen,Rhizocarpon badioatrum
34875,RHBE2,little beaksedge,Rhynchospora berteroi
34876,RHBI,mangrovevine,Rhabdadenia biflora
34877,RHBO,hybrid sumac,Rhus ×borealis
34878,RHBO4,Bolander's map lichen,Rhizocarpon bolanderi
34879,RHBR,West Indian beaksedge,Rhynchospora brachychaeta
34880,RHCA10,California beaksedge,Rhynchospora californica
34881,RHCA11,needle beaksedge,Rhynchospora capillacea
34882,RHCA12,brownish beaksedge,Rhynchospora capitellata
34883,RHCA13,broadfruit horned beaksedge,Rhynchospora careyana
34884,RHCA14,Carolina azalea,Rhododendron carolinianum
34885,RHCA3,common buckthorn,Rhamnus cathartica
34886,RHCA4,flame azalea,Rhododendron calendulaceum
34887,RHCA5,Kamchatka rhododendron,Rhododendron camtschaticum
34888,RHCA6,rhodora,Rhododendron canadense
34889,RHCA7,mountain azalea,Rhododendron canescens
34890,RHCA8,Catawba rosebay,Rhododendron catawbiense
34891,RHCA80,Caribbean snoutbean,Rhynchosia caribaea
34892,RHCA9,anglestem beaksedge,Rhynchospora caduca
34895,RHCE,bunched beaksedge,Rhynchospora cephalantha
34896,RHCH13,rosy sunray,Rhodanthe chlorocephala
34897,RHCH2,loosehead beaksedge,Rhynchospora chalarocephala
34898,RHCH3,Chapman's beaksedge,Rhynchospora chapmanii
34899,RHCH5,Chapman's rhododendron,Rhododendron chapmanii
34900,RHCH6,spiked beaksedge,Rhynchospora chinensis
34901,RHCH60,map lichen,Rhizocarpon chioneum
34902,RHCH61,golden rimmed navel lichen,Rhizoplaca chrysoleuca
34903,RHCH9,Chinese sumac,Rhus chinensis
34907,RHCI,fringed beaksedge,Rhynchospora ciliaris
34908,RHCI2,yerba de estrella,Rhynchospora ciliata
34909,RHCI3,brownhair snoutbean,Rhynchosia cinerea
34910,RHCI4,Texas sandmint,Rhododon ciliatus
34911,RHCI7,map lichen,Rhizocarpon cinereonigrum
34912,RHCI8,map lichen,Rhizocarpon cinereovirens
34913,RHCO,winged sumac,Rhus copallinum
34914,RHCO10,Cooke's map lichen,Rhizocarpon cookeanum
34915,RHCO11,Copeland's map lichen,Rhizocarpon copelandii
34916,RHCO14,Sicilian sumac,Rhus coriaria
34917,RHCO19,tropical beaksedge,Rhynchospora contracta
34918,RHCO2,shortbristle horned beaksedge,Rhynchospora corniculata
34919,RHCO3,flatfruit beaksedge,Rhynchospora compressa
34920,RHCO4,matamat,Rhynchospora corymbosa
34921,RHCO7,starrush whitetop,Rhynchospora colorata
34922,RHCO9,concentric map lichen,Rhizocarpon concentricum
34926,RHCR,redberry buckthorn,Rhamnus crocea
34927,RHCR3,mosquito beaksedge,Rhynchospora crinipes
34928,RHCR6,crenulate rhabdoweisia moss,Rhabdoweisia crenulata
34929,RHCR7,rhabdoweisia moss,Rhabdoweisia crispata
34932,RHCU,Cumberland rhododendron,Rhododendron cumberlandense
34933,RHCU3,Curtiss' beaksedge,Rhynchospora curtissii
34934,RHCU4,West Indian meadowbeauty,Rhexia cubensis
34935,RHCU5,map lichen,Rhizocarpon cumulatum
34936,RHCY4,royal snoutbean,Rhynchosia cytisoides
34937,RHDA,Dahurian buckthorn,Rhamnus davurica
34940,RHDE,swampforest beaksedge,Rhynchospora decurrens
34941,RHDE2,savannah beaksedge,Rhynchospora debilis
34942,RHDE7,Quill Beak Sedge,Rhynchospora depressirostris
34943,RHDI,hairy beaksedge,Rhynchospora divaricata
34944,RHDI2,doubleform snoutbean,Rhynchosia difformis
34945,RHDI3,spreading beaksedge,Rhynchospora divergens
34946,RHDI60,map lichen,Rhizocarpon disporum
34947,RHDI7,distinct map lichen,Rhizocarpon distinctum
34948,RHDO2,Long-Leaf Beak Sedge,Rhynchospora domingensis
34949,RHEA2,Santee azalea,Rhododendron eastmanii
34950,RHED,Chihuahuan snoutbean,Rhynchosia edulis
34951,RHEF,map lichen,Rhizocarpon effiguratum
34952,RHEL,Elliott's beaksedge,Rhynchospora elliottii
34953,RHEU2,map lichen,Rhizocarpon eupetraeum
34954,RHEU60,map lichen,Rhizocarpon eupetraeoides
34955,RHEUM,rhubarb,Rheum L.
34956,RHEX,Florida beaksedge,Rhynchospora eximia
34957,RHEX2,map lichen,Rhizocarpon expallescens
34958,RHEX4,bamboo palm,Rhapis excelsa
34959,RHEXI,meadowbeauty,Rhexia L.
34960,RHEXO,rhexophyllum moss,Rhexophyllum Herz.
34961,RHFA,fascicled beaksedge,Rhynchospora fascicularis
34964,RHFE,Fernald's beaksedge,Rhynchospora fernaldii
34965,RHFE3,map lichen,Rhizocarpon ferax
34966,RHFI,threadleaf beaksedge,Rhynchospora filifolia
34967,RHFI2,bird beaksedge,Rhynchospora filiformis
34968,RHFL,piedmont azalea,Rhododendron flammeum
34969,RHFL2,Florida whitetop,Rhynchospora floridensis
34970,RHFU,brown beaksedge,Rhynchospora fusca
34971,RHGA4,shortbristle beaksedge,Rhynchospora galeana
34972,RHGE2,map lichen,Rhizocarpon geminatum
34973,RHGE60,world map lichen,Rhizocarpon geographicum
34974,RHGI,giant beaksedge,Rhynchospora gigantea
34975,RHGL,smooth sumac,Rhus glabra
34976,RHGL2,globe beaksedge,Rhynchospora globularis
34977,RHGL3,clustered beaksedge,Rhynchospora glomerata
34978,RHGL6,rimmed navel lichen,Rhizoplaca glaucophana
34979,RHGL70,rhizomnium moss,Rhizomnium glabrescens
34980,RHGL8,lokao,Rhamnus globosa
34984,RHGR,slender beaksedge,Rhynchospora gracilenta
34985,RHGR2,Gray's beaksedge,Rhynchospora grayi
34986,RHGR5,rhizomnium moss,Rhizomnium gracile
34987,RHGR6,thin beaksedge,Rhynchospora gracillima
34988,RHGR60,big map lichen,Rhizocarpon grande
34989,RHHA,Harvey's beaksedge,Rhynchospora harveyi
34990,RHHA2,Harper's beaksedge,Rhynchospora harperi
34991,RHHA3,Hayden's rimmed navel lichen,Rhizoplaca haydenii
34994,RHHE2,Henssen's map lichen,Rhizocarpon hensseniae
34995,RHHO,fly beaksedge,Rhynchospora holoschoenoides
34996,RHHO2,Hochstetter's map lichen,Rhizocarpon hochstetteri
34997,RHHY,needle palm,Rhapidophyllum hystrix
34998,RHIL,hollyleaf redberry,Rhamnus ilicifolia
34999,RHIN11,ledge stonecrop,Rhodiola integrifolia
35000,RHIN13,map lichen,Rhizocarpon intersitum
35001,RHIN2,lemonade sumac,Rhus integrifolia
35002,RHIN3,Indianola beaksedge,Rhynchospora indianolensis
35003,RHIN4,nodding beaksedge,Rhynchospora inexpansa
35004,RHIN60,map lichen,Rhizocarpon inarense
35005,RHIN61,map lichen,Rhizocarpon intermediellum
35006,RHIN7,narrowfruit horned beaksedge,Rhynchospora inundata
35007,RHINA,yellow rattle,Rhinanthus L.
35012,RHIPS,rhipsalis,Rhipsalis Gaertn.
35013,RHIZO,mangrove,Rhizophora L.
35014,RHIZO2,rhizomnium moss,Rhizomnium (Broth.)
35015,RHIZO3,map lichen,Rhizocarpon Ramond
35016,RHIZO4,rimmed navel lichen,Rhizoplaca Zopf
35017,RHJA2,Japanese azalea,Rhododendron japonicum
35018,RHJA3,Jamaican beaksedge,Rhynchospora jamaicensis
35019,RHJA5,Japanese goose neck moss,Rhytidiadelphus japonicus
35020,RHJA8,Japanese buckthorn,Rhamnus japonica
35021,RHJE,map lichen,Rhizocarpon jemtlandicum
35022,RHKE,Kearney's sumac,Rhus kearneyi
35023,RHKN,Knieskern's beaksedge,Rhynchospora knieskernii
35024,RHKO,Konor rhododendron,Rhododendron konori
35025,RHKU,Kunth's beaksedge,Rhynchospora kunthii
35026,RHLA,lanceleaf buckthorn,Rhamnus lanceolata
35027,RHLA11,African sumac,Rhus lancea
35028,RHLA2,Lapland rosebay,Rhododendron lapponicum
35029,RHLA3,prairie sumac,Rhus lanceolata
35030,RHLA5,prairie snoutbean,Rhynchosia latifolia
35031,RHLA7,sandswamp whitetop,Rhynchospora latifolia
35032,RHLA9,map lichen,Rhizocarpon lavatum
35037,RHLE,pinelands snoutbean,Rhynchosia lewtonii
35038,RHLE2,slender-fruit beaksedge,Rhynchospora leptocarpa
35039,RHLE5,lecanora map lichen,Rhizocarpon lecanorinum
35040,RHLI,Bahama beaksedge,Rhynchospora lindeniana
35041,RHLI2,Lindsay's map lichen,Rhizocarpon lindsayanum
35043,RHLO70,goose neck moss,Rhytidiadelphus loreus
35044,RHLU,yellow meadowbeauty,Rhexia lutea
35045,RHMA,Maryland meadowbeauty,Rhexia mariana
35046,RHMA10,rimmed navel lichen,Rhizoplaca marginalis
35047,RHMA12,grandleaf rhizomnium moss,Rhizomnium magnifolium
35048,RHMA15,Marlin beaksedge,Rhynchospora marliniana
35049,RHMA2,red mangrove,Rhizophora mangle
35050,RHMA3,Pacific rhododendron,Rhododendron macrophyllum
35051,RHMA4,great laurel,Rhododendron maximum
35052,RHMA5,large beaksedge,Rhynchospora macra
35053,RHMA6,tall horned beaksedge,Rhynchospora macrostachya
35054,RHMA7,European yellow rattle,Rhinanthus major
35055,RHMA8,Caribbean beaksedge,Rhynchospora marisculus
35056,RHMA9,largespore map lichen,Rhizocarpon macrosporum
35060,RHME,sandyfield beaksedge,Rhynchospora megalocarpa
35061,RHME2,rimmed navel lichen,Rhizoplaca melanophthalma
35062,RHME3,Manatee beaksedge,Rhynchospora megaplumosa
35063,RHMI10,Michaux's snoutbean,Rhynchosia michauxii
35064,RHMI11,false poison sumac,Rhus michauxii
35065,RHMI13,little yellow rattle,Rhinanthus minor
35066,RHMI14,smallspore map lichen,Rhizocarpon microsporum
35067,RHMI2,piedmont rhododendron,Rhododendron minus
35068,RHMI3,littleleaf sumac,Rhus microphylla
35069,RHMI4,least snoutbean,Rhynchosia minima
35070,RHMI5,millet beaksedge,Rhynchospora miliacea
35071,RHMI7,southern beaksedge,Rhynchospora microcarpa
35072,RHMI8,smallhead beaksedge,Rhynchospora microcephala
35073,RHMI9,mingled beaksedge,Rhynchospora mixta
35076,RHMU,Asiatic mangrove,Rhizophora mucronata
35077,RHNA,maid Marian,Rhexia nashii
35078,RHNI,shortbeak beaksedge,Rhynchospora nitens
35079,RHNI2,showy whitetop,Rhynchospora nivea
35080,RHNO,Norwegian map lichen,Rhizocarpon norvegicum
35081,RHNU2,Nuttall's meadowbeauty,Rhexia nuttallii
35082,RHNU4,naked rhizomnium moss,Rhizomnium nudum
35083,RHOB,Texas azalea,Rhododendron oblongifolium
35084,RHOB5,obscure map lichen,Rhizocarpon obscuratum
35085,RHOC,western azalea,Rhododendron occidentale
35089,RHOD,fragrant beaksedge,Rhynchospora odorata
35090,RHODA,sunray,Rhodanthe Lindl.
35091,RHODI,stonecrop,Rhodiola L.
35092,RHODO,rhododendron,Rhododendron L.
35093,RHODO2,rhodomyrtus,Rhodomyrtus (DC.)
35094,RHODO3,rhodotypos,Rhodotypos Siebold
35095,RHODO4,sandmint,Rhododon Epling
35096,RHODO5,rhodobryum moss,Rhodobryum (Schimp.)
35097,RHOE,Oeder's map lichen,Rhizocarpon oederi
35098,RHOF,Chinese rhubarb,Rheum officinale
35099,RHOL,featherbristle beaksedge,Rhynchospora oligantha
35100,RHON,Ontario rhodobryum moss,Rhodobryum ontariense
35101,RHOV,sugar sumac,Rhus ovata
35102,RHPA,pale beaksedge,Rhynchospora pallida
35103,RHPA2,small-leaf snoutbean,Rhynchosia parvifolia
35104,RHPA3,white meadowbeauty,Rhexia parviflora
35105,RHPA6,map lichen,Rhizocarpon parvum
35106,RHPA7,Chinese rhubarb,Rheum palmatum
35107,RHPE,fringed meadowbeauty,Rhexia petiolata
35108,RHPE10,rhachithecium moss,Rhachithecium perpusillum
35109,RHPE2,pineland beaksedge,Rhynchospora perplexa
35110,RHPE3,hybrid rhododendron,Rhododendron ×pennsylvanicum
35111,RHPE4,pink azalea,Rhododendron periclymenoides
35112,RHPE6,peltate rimmed navel lichen,Rhizoplaca peltata
35113,RHPH,crabseye,Rhynchosia phaseoloides
35114,RHPH2,buffpetal,Rhynchosida physocalyx
35115,RHPI,island redberry,Rhamnus pirifolia
35116,RHPI5,pine barren beaksedge,Rhynchospora pineticola
35117,RHPL3,plumed beaksedge,Rhynchospora plumosa
35118,RHPL6,coastal beaksedge,Rhynchospora pleiantha
35119,RHPL7,map lichen,Rhizocarpon plicatile
35120,RHPO4,map lichen,Rhizocarpon polycarpoides
35121,RHPO60,map lichen,Rhizocarpon polycarpum
35122,RHPR,early azalea,Rhododendron prinophyllum
35123,RHPR2,plumleaf azalea,Rhododendron prunifolium
35124,RHPR4,rosary snoutbean,Rhynchosia precatoria
35125,RHPS70,rhizomnium moss,Rhizomnium pseudopunctatum
35126,RHPU3,fairy beaksedge,Rhynchospora pusilla
35127,RHPU4,dotted beaksedge,Rhynchospora punctata
35128,RHPU6,map lichen,Rhizocarpon pusillum
35129,RHPU7,rhizomnium moss,Rhizomnium punctatum
35130,RHRA2,fewflower beaksedge,Rhynchospora rariflora
35131,RHRA3,racemed beaksedge,Rhynchospora racemosa
35132,RHRA4,tropical whitetop,Rhynchospora radicans
35134,RHRE,dollarleaf,Rhynchosia reniformis
35135,RHRE3,habilla,Rhynchosia reticulata
35136,RHRE5,Renner's map lichen,Rhizocarpon renneri
35137,RHRE8,globe beaksedge,Rhynchospora recognita
35138,RHRH2,garden rhubarb,Rheum rhabarbarum
35139,RHRH4,redpod stonecrop,Rhodiola rhodantha
35140,RHRI3,streamside map lichen,Rhizocarpon riparium
35141,RHRI4,Rittok map lichen,Rhizocarpon rittokense
35142,RHRO3,roseroot stonecrop,Rhodiola rosea
35143,RHRO6,rose rhodobryum moss,Rhodobryum roseum
35144,RHRO7,robust rhytidiopsis moss,Rhytidiopsis robusta
35145,RHRU2,red beaksedge,Rhynchospora rufa
35146,RHRU3,claybank beaksedge,Rhynchospora rugosa
35147,RHRU5,rhynchospora,Rhynchospora rubra
35148,RHRU70,rhytidium moss,Rhytidium rugosum
35151,RHSA2,neneleau,Rhus sandwicensis
35152,RHSA3,panhandle meadowbeauty,Rhexia salicifolia
35153,RHSA5,map lichen,Rhizocarpon saanaense
35154,RHSA6,Santesson's map lichen,Rhizocarpon santessonii
35155,RHSA7,rock buckthorn,Rhamnus saxatilis
35156,RHSC2,Hawai'i beaksedge,Rhynchospora sclerioides
35157,RHSC3,jetbead,Rhodotypos scandens
35158,RHSC5,longbeak beaksedge,Rhynchospora scirpoides
35159,RHSE3,sawleaf buckthorn,Rhamnus serrata
35160,RHSE4,Texas snoutbean,Rhynchosia senna
35161,RHSE9,late-flowering yellow rattle,Rhinanthus serotinus
35163,RHSI2,map lichen,Rhizocarpon simillimum
35164,RHSM,Smith's buckthorn,Rhamnus smithii
35165,RHSO,onespike beaksedge,Rhynchospora solitaria
35166,RHSO2,Cuban beaksedge,Rhynchospora sola
35167,RHSP3,rhaphidophora,Rhaphidophora spathacea
35168,RHSQ70,square goose neck moss,Rhytidiadelphus squarrosus
35169,RHST2,coastal plain beaksedge,Rhynchospora stenophylla
35170,RHST3,endive daisy,Rhagadiolus stellatus
35171,RHST8,small stilted mangrove,Rhizophora stylosa
35172,RHSU2,map lichen,Rhizocarpon subgeminatum
35173,RHSU3,map lichen,Rhizocarpon submodestum
35174,RHSU4,superficial map lichen,Rhizocarpon superficiale
35175,RHSU8,rhexophyllum moss,Rhexophyllum subnigrum
35177,RHSW,Swartz's snoutbean,Rhynchosia swartzii
35178,RHTE2,quill beaksedge,Rhynchospora tenuis
35179,RHTE3,soldier beaksedge,Rhynchospora tenerrima
35180,RHTE6,map lichen,Rhizocarpon tetramerum
35181,RHTH,Thorne's beaksedge,Rhynchospora thornei
35182,RHTO10,rose myrtle,Rhodomyrtus tomentosa
35183,RHTO3,twining snoutbean,Rhynchosia tomentosa
35184,RHTO4,Torrey's beaksedge,Rhynchospora torreyana
35185,RHTO9,snoutbean,Rhynchosia totta
35188,RHTR,skunkbush sumac,Rhus trilobata
35189,RHTR2,Tracy's beaksedge,Rhynchospora tracyi
35190,RHTR70,rough goose neck moss,Rhytidiadelphus triquetrus
35197,RHTY,staghorn sumac,Rhus typhina
35198,RHUM,map lichen,Rhizocarpon umbilicatum
35199,RHUN,oneflower beaksedge,Rhynchospora uniflora
35200,RHUS,sumac,Rhus L.
35201,RHUT80,Chinese buckthorn,Rhamnus utilis
35202,RHVA,pinkshell azalea,Rhododendron vaseyi
35203,RHVA5,hybrid rhododendron,Rhododendron ×vanhoeffeni
35204,RHVE5,map lichen,Rhizocarpon vernicomoideum
35205,RHVI,handsome Harry,Rhexia virginica
35206,RHVI2,swamp azalea,Rhododendron viscosum
35207,RHVI3,evergreen sumac,Rhus virens
35208,RHVI5,map lichen,Rhizocarpon viridiatrum
35211,RHWE,hybrid rhododendron,Rhododendron ×welleslyanum
35212,RHWR,Wright's beaksedge,Rhynchospora wrightiana
35213,RHYNC2,snoutbean,Rhynchosia Lour.
35214,RHYNC3,beaksedge,Rhynchospora Vahl
35215,RHYNC5,rhynchosida,Rhynchosida Fryxell
35216,RHYTI2,goose neck moss,Rhytidiadelphus (Lindb.
35217,RHYTI3,rhytidiopsis moss,Rhytidiopsis Broth.
35218,RHYTI4,rhytidium moss,Rhytidium (Sull.)
35219,RHYTI5,tibey-amarillo,Rhytidophyllum Mart.
35220,RIAC,mapleleaf currant,Ribes acerifolium
35221,RIAD,Adirondack rinodina lichen,Rinodina adirondackii
35222,RIAL2,alpine currant,Ribes alpinum
35223,RIAM,bitter gooseberry,Ribes amarum
35224,RIAM2,American black currant,Ribes americanum
35225,RIAM5,American rinodina lichen,Rinodina americana
35226,RIAN2,rinodina lichen,Rinodina annulata
35227,RIAP,rinodina lichen,Rinodina applanata
35228,RIAR2,rinodina lichen,Rinodina archaea
35229,RIAR3,arctic rinodina lichen,Rinodina arctica
35230,RIAS2,rinodina lichen,Rinodina ascociscana
35231,RIAT2,rinodina lichen,Rinodina athallina
35232,RIAU,golden currant,Ribes aureum
35236,RIBA,rimularia lichen,Rimularia badioatra
35237,RIBE2,Bengal rinorea,Rinorea bengalensis
35238,RIBES,currant,Ribes L.
35239,RIBI,ground gooseberry,Ribes binominatum
35240,RIBI2,Bischoff's rinodina lichen,Rinodina bischoffii
35241,RIBO,Bolander's rinodina lichen,Rinodina bolanderi
35242,RIBO2,rinodina lichen,Rinodina bolodes
35243,RIBR,stink currant,Ribes bracteosum
35244,RIBR2,tropical Mexican clover,Richardia brasiliensis
35245,RIBR3,Brouard's rinodina lichen,Rinodina brouardii
35246,RICA,hillside gooseberry,Ribes californicum
35247,RICA2,Moreno currant,Ribes canthariforme
35248,RICA5,rinodina lichen,Rinodina cacuminum
35249,RICA6,rinodina lichen,Rinodina calcigena
35250,RICA8,rinodina lichen,Rinodina castaneomela
35253,RICE,wax currant,Ribes cereum
35254,RICE2,rimelia lichen,Rimelia cetrata
35258,RICH,rinodina lichen,Rinodina chrysomelaena
35259,RICHA,Mexican clover,Richardia L.
35260,RICI,rinodina lichen,Rinodina cinereovirens
35261,RICIN,ricinus,Ricinus L.
35262,RICIN2,ricinodendron,Ricinodendron Müll.
35263,RICO10,rinodina lichen,Rinodina confragosa
35264,RICO11,Conrad's rinodina lichen,Rinodina conradii
35265,RICO12,rinodina lichen,Rinodina constrictula
35266,RICO13,rinodina lichen,Rinodina corticola
35267,RICO3,castorbean,Ricinus communis
35268,RICO6,rimelia lichen,Rimelia commensurata
35269,RICO7,rinodina lichen,Rinodina colobina
35270,RICO8,rinodina lichen,Rinodina colobinoides
35271,RICO9,Colorado rinodina lichen,Rinodina coloradiana
35272,RICR,shinyleaf currant,Ribes cruentum
35275,RICU,granite gooseberry,Ribes curvatum
35276,RICY,eastern prickly gooseberry,Ribes cynosbati
